sentence,sentiment,pred_sentiment,net_score
"`` We are happy to be working with Rapala to encourage boaters and anglers to introduce newcomers to the sport , '' said RBFF President & CEO Frank Peterson .",positive,neutral,0
"Profit before taxes decreased by 9 % to EUR 187.8 mn in the first nine months of 2008 , compared to EUR 207.1 mn a year earlier .",negative,neutral,0
"This implementation is very important to the operator , since it is about to launch its Fixed-to-Mobile convergence service in Brazil see Brazil : 8 May 2006 : .",neutral,positive,1
"Finnish shipping company Finnlines ' pretax loss totalled EUR 6.5 mn in the third quarter of 2009 , compared to a profit of EUR 0.3 mn in the third quarter of 2008 .",negative,neutral,0
"Markets had been expecting a poor performance , and the company 's stock was up 6 percent at  x20ac 23.89 US$ 33.84 in early afternoon trading in Helsinki .",positive,negative,-1
"Following the issue , the number of shares in the Swedish company will grow by 9 % .",neutral,positive,1
NaturalGas Settles At 3-year Low $DBO $BNO  http://stks.co/d27qX,negative,neutral,0
"Aldata Solution Oyj Bertrand Sciard President and CEO Further information : Aldata Solution Oyj , Bertrand Sciard , President and CEO , tel. +33 1 46 48 28 00 Aldata 100 % Retail-Wholesale At Aldata 100 % of our business is dedicated to retail and wholesale business improvement .",neutral,positive,1
Nordea Pankki Suomi Oyj 's ownership in Stonesoft Corporation has decreased below 1-20 .,neutral,negative,-2
EBIT margin was up from 1.4 % to 5.1 % .,positive,neutral,0
"The company 's profit totaled Ls 578,100 in H1 2007 , down 30.9 % year-on-year .",neutral,positive,1
$YHOO A breakout above $29.83 would constitute a technical entry for the short term trader. http://stks.co/jkUF,positive,neutral,0
The company had hoped the new plant would be on stream by the end of 2008 .,neutral,positive,1
HSBC Hit by Fresh Details of Tax Evasion Claims,negative,neutral,0
$IBIO  up 10% in premarket ready for lift off,positive,neutral,0
"DnB Nord of Norway is the `` most likely Nordic buyer '' for Citadele , while Nordea would be a `` good strategic fit '' , according to the document published by Pietiek .",neutral,positive,1
"$QCOR Just added 3,000 shares @28.",positive,neutral,0
"BasWare Invoice Processing , BasWare Contract Matching , BasWare Order Matching and BasWare KPI Reporting Tool are part of the BasWare 's Enterprise Purchase to Pay product suite .",neutral,positive,1
"The contract includes software licences , application maintenance and training .",neutral,positive,1
"The devices would be launched in the Chinese market in late 2006 , the company said .",neutral,positive,1
"The planned facility , estimated to cost around $ 814 million , would be the largest biodiesel plant in the world , and use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) .",positive,neutral,0
The rebuilds are designed to improve the machines ' performance and product quality .,positive,neutral,0
"Operating profit , excluding non-recurring items , totalled EUR 2.2 mn , down from EUR 2.7 mn in the corresponding period in 2008 .",neutral,positive,1
Goodwin not to face Scottish prosecution over RBS,positive,neutral,0
Reported operating margin was a negative 5.9 % .,neutral,negative,-1
"Profitability ( EBIT % ) was 13.6 % , compared to 14.3 % in Q2 2009 .",negative,positive,1
"Hammerson, JV Partner secure ownership of Ireland's Dundrum - Quick Facts",positive,neutral,0
"Notable gainers among liquid option names this morning include $STX (+7.0%), $NEM (+4.6%), $WDC (+4.2%), $X (+4.1%), and $GME (+3.4%),",positive,neutral,0
Locked in some $FB puts for nice gain,negative,positive,1
"In the Baltic countries , development of operations and reorganisation continued , and non-recurring items related to the takeover process lowered earnings .",neutral,positive,1
The profit after taxes was EUR 57.7 11.1 million .,neutral,positive,1
in Finland Finnish pharmaceutical company Orion Corporation OMX Helsinki : ORNAV said on Wednesday 7 January that it has concluded its personnel negotiations in Finland and will reduce the number of personnel by 205 .,negative,neutral,0
"Taking a cue from the playbook of the East Dillon Lions , we 've created a special team of heavy-hitting style players , such as boot-cut jeans , tummy tops and , of course , cowboy boots .",neutral,negative,-1
"In April 2010 , Olvi 's range of ciders will expand with a strawberry-rhubarb and an apple-pear cider in green bottles with a new shape .",neutral,positive,2
Miners Meltdown as BHP to Rio Tinto Sink in Commodities Rout,negative,neutral,0
"According to the Latvian business register , Uponor Latvia closed in red with LVL 99,000 EUR 139,538.17 USD 194,556.48 on turnover of LVL 2.346 mn for 2009 .",negative,neutral,0
AB InBev approaches SABMiller to explore $250bn tie-up,positive,neutral,0
"$RIG whos ever pushing this is crazy, get ready for suspended dividend (turning into growth stock) blow out earnings, and major buyback, lol",neutral,positive,3
"$HAL If bulls lucky enuff to get an upside gap fill, better take it. Wouldn't chase it here. http://stks.co/r12Us",neutral,positive,1
"Vanhanen said the strike would be `` extremely damaging '' as some 1,300 participants and reporters begin to arrive in Finland for the one-day EU summit with Russian President Vladimir Putin in Lahti , about 100 kilometers ( 60 miles ) north of Helsinki .",negative,neutral,0
These moderate but significant changes resulted in a significant 24-32 % reduction in the estimated CVD risk .,positive,negative,-1
Sales of mid-strength beer decreased by 40 % .,negative,neutral,0
"Dealers said the share was largely hit by investor disappointment about a refining margin of just 9.48 usd per barrel for the quarter and the performance of its shipping unit , which saw EBIT drop to 5 mln eur from 20 mln eur a year amid a fall in volumes and tanker rates .",neutral,negative,-2
"Nokia bought Chicago-based Navteq in 2008 , acquiring a maps database to compete with Google s maps as well as with navigation device companies such as TomTom NV and Garmin Ltd. .",positive,neutral,0
"The core of Solidium 's investment strategy is proper , value enhancing asset management of the current holdings .",positive,neutral,0
"Finnish steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today its net loss contracted to EUR 49 million ( USD 68.2 m ) for the first nine months of 2010 from EUR 229 million for the same period a year ago .",positive,negative,-1
"UPDATE: EasyJet Passenger Numbers, Aer Lingus Traffic Up In February",positive,neutral,0
"Operating profit for the 12-month period decreased from EUR17 .9 m while net sales increased from EUR58 .3 m , as compared to 2007 .",negative,positive,1
The contract has been allotted as per lowest price criteria .,neutral,positive,1
A high court in Finland has fined seven local asphalt companies more than   lion ( $ 117 million ) for operating a cartel .,neutral,positive,1
The low capacity utilisation rate in steel production considerably increases the fixed costs per unit of steel produced .,negative,positive,1
Finnish Cargotec 's Kalmar has received a significant order from the US Department of Defense .,positive,neutral,0
"Earnings per share ( EPS ) amounted to EUR1 .37 , down from EUR2 .30 .",negative,positive,1
Net sales surged by 30 % to EUR 36 million .,positive,neutral,0
"Poyry 's contract includes engineering management , civil and detail engineering services , and time scheduling and procurement services .",neutral,positive,1
"The order includes a new Crecent former , headbox , and reel .",neutral,positive,1
"Operating profit of operations in Finland in the period under review totaled EUR 11.3 mn , remaining at the 2005 level .",neutral,positive,1
Ingen is an established medical device manufacturer with an emerging new medical product line for the respiratory market worth an estimated $ 4 billion in the U.S. and $ 8 billion globally .,neutral,positive,1
"Scanfil , a systems supplier and contract manufacturer to the communications sector , will give notice to 20 productional employees , and temporarily lay off 15 employees at the company 's plant in Sievi , in Finland .",negative,positive,1
Alfa group will have 43.9 % of voting stock in the new company and Telenor 35.4 % with a free float of 20.7 % .,neutral,positive,1
Kingfisher share price slides on cost to implement new strategy,negative,positive,1
Profit before taxes decreased to EUR 31.6 mn from EUR 50.0 mn the year before .,negative,neutral,0
"In Finland , snow storms brought trees down on power lines , cutting off electricity for some 2,000 households .",neutral,negative,-1
The acquisition is part of Ramirent 's Central and Eastern European growth strategy .,neutral,positive,1
"The company intends to launch housing development at the acquired land plots and to construct 50,000-60 ,000 square metres of housing per annum by 2011 .",neutral,positive,1
AB InBev ups offer for SABMiller as deadline looms,positive,neutral,0
"The contracts of the employees , 96 of whom are blue-collar workers , will be ended between March and August 2011 .",negative,neutral,0
Stora Enso 's target has been cut to EUR 4.85 from EUR 5.55 and Holmen 's target -- to SEK 135 from SEK 150 .,neutral,negative,-1
"As a condition to the deal , Savcor Alfa has to have bought Photonium and Akseli Lahtinen Inc. 's business operations prior to the deal .",neutral,positive,2
$SPY Don't hang your bull hat yet. Next week we will pop higher on QE3 hope on back of fed's 2 day meeting.,positive,neutral,0
Consolidated operating profit from continuing operations decreased by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007 .,negative,neutral,0
"The airline estimated that the cancellation of its flights due to the closure of European airspace , and the process of recommencing traffic , have caused a the company a loss of EUR20m , including the costs of stranded passengers ' accommodation .",neutral,negative,-1
"The transaction doubles Tecnomens workforse , and adds a fourth to their net sales .",positive,neutral,0
"We warmly welcome him to Satama '' , states Jussi Lansio , chairman of the Board .",positive,neutral,0
$TWTR sad the only thing to move this is a takeover rumor only to be sold off next day !,negative,neutral,0
"Net sales went up by 1 % year-on-year to EUR 29 million , affected by the business acquisitions , realized during the previous financial period , the effect of which was EUR 5.1 million on the review period .",positive,neutral,0
